# Radial distribution function (200 data points):
# "Pair separation distance" Zn3+2-Zn3+2 Zn3+2-O_R "Zn3+2-C in CO2" O_R-O_R "O_R-C in CO2" "C in CO2-C in CO2"
2.675 0.0 0.0 0.0 0.0 0.2522228182 0.0 
2.725 0.0 0.0 0.0 0.0 0.2430521086 0.0 
2.775 14.2381363892 0.0 0.0 3.9550378859 0.4687452309 0.0 
2.825 27.4772096424 0.0 0.0 8.3958140574 1.3568992416 0.0 
2.875 6.6324537944 0.0 0.0 1.473878621 0.2183523883 0.2587880158 
2.925 44.8535272528 0.0 0.0 9.2554897506 0.632854 0.0 
2.975 37.1644718122 0.0 0.0 14.4528501492 1.0196014215 0.0 
3.025 29.9550629206 0.0 0.0 7.3223487139 0.3944699644 0.2337599789 
3.075 23.1910845814 0.9662951909 0.5726193724 7.0861647332 0.7634924965 0.226219999 
3.125 39.2961143702 9.3562177072 1.1088850616 6.2374784715 0.5544425308 0.0 
3.175 16.3149481325 16.3149481325 0.0 3.6255440294 0.7161568453 1.4853623459 
3.225 15.8129899494 14.9344905078 0.0 2.9283314721 1.3882460312 0.4113321574 
3.275 20.4451275538 12.7782047211 1.0096359286 0.5679202098 0.5048179643 1.59547406 
3.325 9.9174356202 15.7026063986 0.9794998143 0.0 0.9794998143 1.1608886688 
3.375 0.0 3.2085892256 0.0 0.0 0.3168977013 0.938956152 
3.425 0.0 8.5678814266 0.9231387396 0.0 1.2308516527 1.094090358 
3.475 0.0 0.7566456098 0.4483825836 0.0 0.1494608612 1.2399715891 
3.525 0.0 0.0 0.4357529353 0.0 1.1620078275 0.8607465389 
3.575 0.0 0.0 0.0 0.0 1.5533814132 1.6736769435 
3.625 0.0 0.0 0.8240867548 0.0 1.6481735096 1.6278256885 
3.675 0.0 0.0 1.6036310282 0.0 0.9354514331 0.9502998685 
3.725 0.0 0.0 0.7804350512 0.0 1.1706525767 1.0791200707 
3.775 0.0 0.0 0.7598984876 0.0 0.8865482356 1.6511374546 
3.825 0.0 0.0 0.0 0.0 0.9868826517 1.3158435356 
3.875 0.0 0.0 0.7211845295 0.0 1.442369059 1.1396496268 
3.925 0.0 0.0 0.3514638405 0.0 0.7029276809 1.3884991228 
3.975 0.0 0.0 0.3426777078 0.0 0.7995813183 1.3537884754 
4.025 0.0 0.5639911286 0.6684339302 0.0 1.1140565503 2.1125813102 
4.075 0.0 1.1004718755 0.9781972226 0.0 1.1955743832 1.0305287613 
4.125 0.0 4.8328010079 0.9546273596 0.0 0.848557653 2.2628204079 
4.175 0.0 3.669353192 0.9318992234 1.0483866263 0.9318992234 0.9817539143 
4.225 0.0 3.0711595717 1.5166220107 0.3412399524 0.8088650724 1.4379823509 
4.275 0.0 5.4995242735 1.7776240076 1.3332180057 0.8888120038 1.0534068193 
4.325 0.0 7.3269600822 0.5789203028 0.6512853406 0.8683804542 1.2579009048 
4.375 0.0 12.8888019217 0.282881798 2.5459361821 0.1885878653 1.5645808087 
4.425 0.0 10.732633324 0.5530503484 3.4219990308 0.7374004646 1.4201786725 
4.475 0.0 8.2128054413 0.8111412781 3.3459577724 0.7210144695 1.0681695844 
4.525 0.0 7.1398325057 0.5288764819 8.9247906321 1.2340451244 1.2536331423 
4.575 0.0 7.8577030521 0.5173796248 8.43975513 0.7760694372 1.0219844441 
4.625 0.0 7.2615752865 1.0125072295 5.1258178493 0.5906292172 1.0000071402 
4.675 0.0 3.76257154 1.9819306877 4.7380530504 1.1561262345 1.4680968057 
4.725 0.0 2.4555749762 0.9701036943 3.2740999682 0.9701036943 1.1497525266 
4.775 0.0 1.6029460226 1.424840909 4.2745227269 0.7915782828 0.6567167976 
4.825 0.0 1.1774225791 0.0 5.4946387026 1.317938031 0.7350591197 
4.875 0.0 0.0 1.8226479241 1.2815493216 0.911323962 1.0800876587 
4.925 0.0 0.0 1.3393710142 0.2511320652 1.041733011 1.0582684557 
4.975 0.0 0.0 1.0938204132 0.7383287789 0.2916854435 0.9506784826 
5.025 0.0 0.0 0.4288645271 1.4474177791 0.7862516331 1.7789935941 
5.075 0.0 0.0 0.6306835363 2.6015695871 0.9109873302 0.6644238077 
5.125 0.0 0.0 1.0307294042 3.2467976233 0.6871529362 0.8958438279 
5.175 0.0 0.0 1.2130899621 0.9098174715 0.9435144149 1.0383650704 
5.225 0.0 0.0 0.9916534932 0.8924881439 0.9916534932 0.7051758174 
5.275 0.0 0.0 0.1945887221 1.0945615616 1.0378065177 0.6149964549 
5.325 0.0 0.0 0.5728549697 1.7185649092 0.8274571785 1.2070030638 
5.375 0.0 0.0 1.1244937007 1.2650554133 0.7496624671 0.88848885 
5.425 0.0 0.0 0.9198844775 3.7255321339 0.6745819502 0.4360933819 
5.475 0.0 0.0 0.9031597701 1.2192656897 1.0837917242 0.9276900355 
5.525 0.0 0.0 0.8868870654 0.3990991794 1.0642644785 0.8409003287 
5.575 0.0 0.0 0.871050221 1.1759177983 0.9871902504 0.6194134905 
5.625 0.0 0.0 0.6845070472 1.9251760701 0.798591555 0.6084507086 
5.675 0.0 0.0 0.8406230779 0.1891401925 0.8406230779 0.7306156134 
5.725 0.0 0.0 1.8172086192 0.5575526445 0.8260039178 0.9789676063 
5.775 0.0 0.0 1.785878219 0.3652932721 1.1364679575 0.9620892762 
5.825 0.0 0.0 0.638309504 0.718098192 0.5851170453 0.6934720537 
5.875 0.0 0.0 1.4118546601 0.352963665 0.8889455267 0.9296162371 
5.925 0.0 0.0 0.7711814298 0.8675791085 1.0282419064 0.8530599519 
5.975 0.0 0.0 1.0616601883 1.023743753 0.9605496942 0.8987599478 
6.025 0.0 0.0 1.6407481968 1.5102341357 1.1435517736 0.7660507855 
6.075 0.0 0.0 1.1737100311 2.1456886506 0.9780916926 0.8694148378 
6.125 0.0 0.0 1.0102975217 1.2989539565 0.8659693043 0.8552783252 
6.175 0.0 0.0 1.5620043316 1.7572548731 1.0886696857 0.729285973 
6.225 0.0 0.0 0.6986421817 1.1003614362 0.7452183272 1.1592285089 
6.275 0.0 0.0 1.3751057159 0.9281963583 0.8250634296 1.3581291022 
6.325 0.0 0.0 0.9474156712 0.4567896986 1.1278757991 0.8020450127 
6.375 0.0 0.0 1.065842977 0.8993050119 0.7105619847 0.8947817585 
6.425 0.0 0.0 0.6558241333 0.29512086 0.9618753955 1.1400004688 
6.475 0.0 0.0 1.0331755709 0.1452903147 1.1192735351 1.2755253962 
6.525 0.0 0.0 1.9076291377 0.2861443707 1.0597939654 0.9043575171 
6.575 0.0 0.0 2.003974638 0.1409044667 1.001987319 1.2370213815 
6.625 0.0 0.0 1.4803801899 0.0 0.9046767827 1.0234727239 
6.675 0.0 0.0 1.2152378137 0.0 1.2152378137 1.0081972973 
6.725 0.0 0.0 0.7183407733 0.0 0.8779720563 0.7094723687 
6.775 0.0 0.0 0.5898142752 0.0 0.983023792 1.3048730631 
6.825 0.0 0.0 1.3948896045 0.0 1.2011549372 0.6888343726 
6.875 0.0 0.0 0.2291123616 0.0 0.9164494463 0.7241082045 
6.925 0.0 0.0 0.6774475144 0.0 0.7903554335 0.8029007578 
6.975 0.0 0.0 1.1129497642 0.0 1.0016547878 1.2311148009 
7.025 0.0 0.0 1.536028913 0.617154474 0.8411586905 0.7802051622 
7.075 0.0 0.0 1.1898818353 1.0952321439 1.0456537341 0.8974192967 
7.125 0.0 0.0 0.8532657487 1.0799144632 1.1021349254 0.6320487028 
7.175 0.0 0.0 1.0517687842 1.3015638705 1.0517687842 1.0803353438 
7.225 0.0 0.0 1.0372618602 1.0502276334 1.3138650229 1.1473908972 
7.275 0.0 0.0 0.8184424139 0.3452803934 0.7502388794 0.9700058238 
7.325 0.0 0.0 1.2109609738 0.2270551826 1.1436853642 0.9568086707 
7.375 0.0 0.0 0.5972984435 0.5599672908 1.194596887 1.2191770699 
7.425 0.0 0.0 0.294640568 0.441960852 1.0803487492 0.8536088883 
7.475 0.0 0.0 1.4535604283 1.9623065782 1.3566563997 1.0336429712 
7.525 0.0 0.0 1.0518260541 0.7530118342 1.0836995709 1.0955045771 
7.575 0.0 0.0 1.1323488421 0.6369462237 1.3210736491 0.6710215361 
7.625 0.0 0.0 0.5587735543 0.6286202486 1.0554611581 1.1773335794 
7.675 0.0 0.0 0.8272752863 0.2068188216 1.2868726676 0.9078466791 
7.725 0.0 0.0 0.8166009156 0.0 1.5122239177 1.0395139227 
7.775 0.0 0.0 1.343553029 0.0 1.283839561 0.9554154873 
7.825 0.0 0.0 0.6190043705 0.0 1.1790559437 1.0829847187 
7.875 0.0 0.0 1.3096478087 0.0 1.4551642319 1.000290672 
7.925 0.0 0.0 0.4310581566 0.0 1.3793861013 0.8174139859 
7.975 0.0 0.0 1.2770100009 0.0 1.0216080007 1.2444278527 
8.025 0.0 0.0 0.9248409338 0.0 1.2611467279 1.2954000958 
8.075 0.0 0.0 1.0795002523 0.0 1.2455772142 1.1153810774 
8.125 0.0 0.0 1.2302942511 0.0 0.8748759119 0.8424731003 
8.175 0.0 0.0 1.3773296297 0.0 1.5393684097 0.928222147 
8.225 0.0 0.0 0.8804108375 0.0 1.0404855353 1.3280271219 
8.275 0.0 0.0 0.9488766623 0.0 1.3442419383 0.6872522328 
8.325 0.0 0.0 0.9375130066 0.0 0.9635550346 0.925938772 
8.375 0.0 0.0 1.2351363601 0.0 1.1579403376 1.4638653157 
8.425 0.0 0.0 1.2968020042 0.0 1.3476569848 1.3561328149 
8.475 0.0 0.0 0.9800055254 0.0 1.0553905658 1.072142797 
8.525 0.0 0.0 0.8940402497 0.0 1.043046958 1.0301698351 
8.575 0.0 0.0 1.4727409178 0.0 1.0800100064 0.8145530015 
8.625 0.0 0.0 0.9462148813 0.0 1.6012867222 1.2939690685 
8.675 0.0 0.0 1.0792372715 0.0 0.9833050696 1.2790960255 
8.725 0.0 0.0 1.3514108039 0.0 0.8298136515 1.039681866 
8.775 0.0 0.0 1.6876471947 0.0 1.0547794967 0.8056258214 
8.825 0.0 0.0 1.0428612119 0.0 1.0428612119 1.0437195338 
8.875 0.0 0.4640147074 0.8936579549 0.0 0.939486568 1.1949386519 
8.925 0.0 1.1470755993 1.0196227549 0.0 1.1102558887 1.1278789981 
8.975 0.0 3.5164243848 0.8738545664 0.0 1.1875459492 0.9560118333 
9.025 0.0 3.2532099569 1.4624902999 0.0 1.3516955802 0.9979731788 
9.075 0.0 0.6656815363 0.920448544 0.0 1.0738566347 1.0909019781 
9.125 0.0 1.2070784019 0.845361305 0.0 1.062120614 0.5908698201 
9.175 0.0 0.4341665871 1.5437034206 0.0 1.1148969149 1.1180732594 
9.225 0.0 0.2147364701 1.7815173815 0.0 0.9543843115 1.1562581947 
9.275 0.0 0.5310687454 1.3217710996 0.4248549963 1.0909856695 1.1438254313 
9.325 0.0 2.5218668169 1.3076346458 0.7705704163 0.9132686415 1.082392464 
9.375 0.0 3.0148384303 0.9856943016 1.8019723951 0.7392707262 1.0952158907 
9.425 0.0 1.748617466 0.9752637719 1.9886237849 0.9549457767 1.1077070002 
9.475 0.0 0.8142170058 1.0253103036 2.1712453487 1.206247416 1.1437012536 
9.525 0.0 0.8056912516 1.1339358355 1.3428187526 1.2334038913 0.9431045286 
9.575 0.0 0.1993246777 1.0040057838 1.1295065067 0.9646330079 1.0266086736 
9.625 0.0 0.1972591555 0.876707358 1.2493079851 1.1104959867 1.177601982 
9.675 0.0 0.0 1.2147369055 1.1062782532 1.0026399855 1.2568706371 
9.725 0.0 0.0 1.6602889087 0.3864465563 1.125943053 0.8142413039 
9.775 0.0 0.0 1.3600115858 0.3187527154 1.0200086894 0.9850289675 
9.825 0.0 0.0 0.9535615072 0.3155166752 0.9161669383 0.9528690152 
9.875 0.0 0.0 1.0549802028 0.3747955984 0.8328791075 0.7677568727 
9.925 0.0 0.0 1.3192136544 0.6183814005 1.1176671238 1.0206262017 
9.975 0.0 0.0 1.0339337891 1.7141533872 1.2334648712 1.0964132188 
